sale_id,customer_id,product_id,quantity,discount,sale_date
156,4252,2238,3,0.14,30-01-2020
157,3300,1189,3,0.07,22-09-2023
158,10740,1562,4,0.04,25-09-2020
159,7281,2196,3,0.11,21-03-2022
160,204,759,1,0.21,21-02-2023
161,11484,2741,3,0.07,14-04-2020
162,17171,1256,4,0.14,07-08-2021
163,4707,315,4,0,06-06-2023
164,446,343,1,0.22,11-11-2023
165,5358,605,5,0.18,16-10-2023
166,9620,2608,1,0.24,13-07-2020
167,19235,132,4,0.21,23-04-2022
168,2414,1491,1,0.17,09-12-2020
169,5119,2586,2,0.09,30-05-2020
170,4528,2607,2,0.2,21-04-2020
171,15438,3335,5,0.01,08-03-2022
172,12405,853,1,0.18,22-09-2022
173,1615,1090,2,0.09,30-09-2020
174,3382,110,3,0.1,16-04-2022
175,10679,3310,1,0.23,18-04-2022
176,14701,1886,1,0.21,09-12-2022
177,17344,3073,5,0.18,11-09-2020
178,19879,3448,3,0.07,31-08-2020
179,14977,796,5,0.19,25-09-2021
180,14936,2347,1,0.17,18-11-2023
181,18715,3418,3,0.22,03-12-2022
182,5784,1972,5,0.07,06-06-2020
183,11466,258,1,0.14,24-02-2020
184,3786,2049,5,0.1,17-01-2021
185,888,1532,2,0.2,20-10-2020
186,6465,1423,1,0.16,05-01-2024
187,7961,181,3,0.17,30-03-2021
188,16759,923,1,0.16,28-12-2023
189,5493,1055,5,0.16,02-12-2022
190,18145,461,4,0.06,13-05-2020
191,19249,1293,1,0.01,04-09-2023
192,10557,2530,1,0.11,18-08-2022
193,15010,1636,3,0.24,07-09-2022
194,17256,1820,1,0.09,16-05-2023
195,13044,2014,4,0.17,29-11-2023
196,14305,922,5,0.17,17-04-2020
197,19257,3249,3,0,10-04-2020
198,582,1483,5,0.14,22-08-2020
199,19490,2763,3,0.21,30-09-2021
200,11959,1102,1,0.04,20-01-2022
201,13264,2189,3,0.07,12-01-2024
202,6003,887,4,0.04,21-12-2020
203,7848,961,1,0.14,19-08-2022
204,4793,1085,2,0.25,18-09-2023
205,11873,767,5,0.14,20-08-2023
206,9955,2865,2,0.22,08-04-2022
207,12806,2151,5,0.08,07-05-2022
208,10537,1928,1,0.07,23-05-2021
209,19637,72,1,0.08,13-06-2021
210,1858,3311,1,0.15,24-10-2021
211,14169,2423,5,0.19,04-01-2021
212,4282,3223,5,0.25,03-09-2020
213,10472,2413,5,0.2,08-10-2021
214,13728,2541,3,0.23,26-07-2021
215,6797,3295,5,0.02,10-04-2021
216,845,1007,5,0.2,12-12-2020
217,4826,2033,5,0.23,24-01-2020
218,16237,251,1,0.04,15-09-2020
219,1026,2372,4,0.17,02-01-2021
220,2081,527,4,0.2,26-12-2022
221,11217,1470,2,0.21,12-05-2020
222,10710,1423,5,0.16,15-08-2023
223,8040,3394,3,0.23,07-10-2022
224,673,3161,1,0.12,02-12-2022
225,1212,3265,4,0.1,07-07-2023
226,11961,2981,1,0.03,26-08-2020
227,4018,3053,2,0.04,11-02-2021
228,10896,2767,2,0.22,20-03-2023
229,2773,2581,5,0.05,06-02-2022
230,7073,3450,4,0.05,29-04-2022
231,13454,2672,2,0.02,24-09-2020
232,11223,1566,4,0.05,15-04-2022
233,2970,1974,1,0.03,21-06-2023
234,13935,3459,3,0.18,23-03-2021
235,14602,2003,2,0.17,17-08-2021
236,6005,2773,2,0.06,07-01-2023
237,13156,1916,5,0.24,06-12-2020
238,12310,706,5,0.06,15-09-2022
239,13547,2083,2,0.09,27-04-2021
240,18204,777,4,0.21,24-08-2022
241,14451,2595,1,0.05,28-10-2023
242,6493,2968,1,0.22,03-03-2023
243,6328,1632,1,0.2,13-01-2022
244,11237,2680,5,0.18,17-11-2020
245,11103,1621,3,0.24,17-04-2022
246,13125,2468,5,0.05,13-04-2022
247,6995,1589,1,0.18,25-12-2023
248,18234,1252,5,0.2,04-06-2022
249,921,660,1,0.05,22-03-2023
250,7376,3426,3,0.1,21-03-2020
251,1897,2731,1,0.17,28-10-2020
252,4454,1937,5,0.08,27-03-2021
253,7276,276,3,0.03,13-07-2022
254,3930,1101,5,0.18,23-11-2021
255,5902,2673,4,0.25,12-09-2022
256,11724,1180,2,0.23,30-04-2022
257,12907,670,1,0.15,03-06-2023
258,7081,366,1,0.07,25-10-2020
259,1727,2659,3,0.08,06-10-2021
260,14251,1084,1,0.15,04-03-2021
261,7082,2791,1,0.04,24-01-2023
262,3489,2154,2,0.17,28-03-2022
263,394,3338,3,0.21,18-11-2021
264,12549,516,3,0.22,14-01-2022
265,8036,852,5,0.21,05-06-2023
266,7618,906,3,0.11,29-06-2022
267,3050,1362,2,0.2,08-06-2023
268,3906,3138,5,0.08,05-09-2023
269,8360,2365,2,0.23,05-07-2020
270,10976,2536,1,0.23,10-11-2021
271,16718,1920,4,0.05,26-09-2020
272,11963,1784,2,0.16,05-07-2022
273,2167,3161,4,0.16,25-02-2021
274,9503,176,1,0.24,13-12-2020
275,14409,1273,5,0.13,06-03-2021
276,2799,1368,1,0.08,09-07-2022
277,15498,2658,2,0.19,02-01-2022
278,18116,2667,3,0.04,30-11-2020
279,14977,900,5,0.12,19-07-2020
280,353,1361,3,0.05,13-06-2021
281,9075,2449,3,0.13,06-01-2022
282,16033,2753,1,0.24,26-11-2020
283,14438,893,3,0.2,29-04-2022
284,17872,3424,1,0.08,15-04-2023
285,18395,1068,2,0.02,29-06-2023
286,3669,42,5,0.18,20-10-2020
287,18198,2572,1,0.11,12-02-2021
288,2572,1991,1,0.16,05-12-2023
289,11392,1112,3,0.02,07-05-2022
290,16999,1795,5,0.01,22-04-2020
291,7215,761,3,0.1,24-05-2020
292,11939,3344,2,0.05,10-11-2020
293,4848,378,2,0.2,12-05-2023
294,17854,647,1,0.17,22-03-2023
295,17599,2277,5,0.12,20-09-2021
296,18479,847,2,0.19,08-07-2020
297,17729,2359,3,0.11,04-03-2020
298,3388,2496,2,0.1,09-04-2020
299,3654,2321,3,0.12,07-12-2022
300,1082,1068,5,0.09,23-10-2020
301,19286,1413,4,0.08,09-02-2022
302,6018,666,4,0.19,15-05-2022
303,13924,2330,1,0.17,08-06-2023
304,1774,473,2,0.11,05-05-2022
305,14008,101,4,0.1,07-11-2022
306,18830,1028,3,0.17,13-09-2023
307,11120,3197,1,0.01,31-01-2022
308,344,646,3,0.18,21-06-2023
309,9250,3296,2,0.24,04-02-2021
310,14728,1918,5,0.15,17-11-2021
311,14059,1914,1,0.17,20-06-2022
312,11871,3095,5,0.06,23-09-2021
313,11850,501,5,0.07,29-01-2023
314,11078,3074,4,0.07,08-03-2021
315,678,3236,3,0.04,17-08-2021
316,1258,1478,2,0.08,06-01-2023
317,15691,1457,1,0.03,26-08-2022
318,19694,1527,1,0.1,29-06-2021
319,6023,2835,5,0.07,29-11-2022
320,15454,1471,2,0.09,22-02-2020
321,15755,2387,5,0.1,29-07-2020
322,17853,2293,5,0.04,16-12-2021
323,16762,580,5,0.06,26-03-2020
324,3775,2331,2,0.17,29-10-2021
325,8309,55,2,0.04,09-08-2021
326,3995,1406,5,0.05,05-04-2021
327,14603,3289,2,0.23,07-08-2022
328,12388,136,2,0.14,11-11-2021
329,15445,1644,2,0.13,21-07-2020
330,16722,3170,4,0.08,01-05-2022
331,11431,3079,4,0.16,19-11-2021
332,9145,1140,3,0.11,15-11-2022
333,8370,2083,5,0.18,21-01-2024
334,11653,2661,5,0.01,05-05-2023
335,18593,2037,5,0.17,05-02-2023
336,9827,1034,4,0.05,22-07-2021
337,1214,2725,2,0.07,01-06-2022
338,15608,901,3,0.12,02-09-2021
339,5643,424,4,0.13,05-07-2021
340,14635,2519,3,0.09,23-01-2024
341,5448,179,3,0.03,09-01-2021
342,9231,1117,2,0.2,05-02-2024
343,7808,2890,4,0.17,20-05-2023
344,10907,1963,1,0.07,15-04-2020
345,3484,678,2,0.05,30-07-2022
346,9094,3338,5,0.07,01-10-2022
347,1785,1358,5,0.09,27-11-2022
348,5150,1682,4,0.11,14-10-2021
349,1158,2128,5,0.19,07-03-2021
350,2298,1874,1,0.04,13-03-2020
351,7437,3410,1,0.09,10-12-2023
352,15864,484,3,0.12,18-08-2023
353,2540,3262,4,0.09,09-04-2020
354,5279,298,1,0.14,13-06-2020
355,1283,116,3,0.06,15-11-2023
356,15463,3271,5,0.22,04-10-2021
357,2315,437,5,0.17,31-08-2023
358,14767,687,5,0.25,22-01-2021
359,14180,257,3,0.13,21-06-2021
360,17184,1462,1,0.17,13-06-2021
361,8731,230,4,0.02,25-08-2021
362,15227,2759,5,0.22,13-10-2023
363,13888,1542,1,0.15,09-11-2023
364,18412,2585,5,0.12,21-08-2020
365,8677,2897,4,0.11,27-10-2021
366,16286,1007,1,0.17,08-10-2021
367,14127,2807,3,0.22,23-09-2023
368,18691,1439,3,0.21,22-07-2023
369,5839,2284,3,0.11,24-06-2022
370,16650,3430,3,0.06,04-03-2022
371,6332,1943,5,0.11,22-11-2023
372,18280,2809,1,0.13,06-12-2022
373,135,1021,5,0.05,19-09-2020
374,5968,1109,2,0.12,19-05-2020
375,10071,3381,1,0.21,06-10-2023
376,16141,2076,5,0.2,01-07-2020
377,17333,2549,2,0.12,22-04-2023
378,15793,2225,5,0.03,13-06-2020
379,19596,978,1,0.24,08-10-2022
380,1640,2436,3,0.13,24-09-2022
381,19817,2063,5,0.17,26-08-2020
382,3957,1267,5,0.18,04-09-2021
383,7639,1177,4,0.13,01-07-2022
384,8825,1778,3,0.21,04-09-2020
385,6394,1481,3,0.11,08-06-2022
386,13923,1987,5,0.09,26-12-2021
387,18429,1050,3,0.16,17-09-2020
388,3598,2567,5,0.14,31-05-2020
389,5991,1940,3,0.2,07-07-2023
390,1308,3286,5,0.16,10-10-2022
391,8454,613,3,0.2,11-04-2021
392,10879,3164,3,0.01,28-07-2021
393,2267,851,4,0.18,31-12-2022
394,6567,3106,5,0.22,17-02-2023
395,17839,2078,1,0.19,28-10-2021
396,7171,2581,3,0.02,27-07-2020
397,10235,2513,5,0.11,17-09-2020
398,18263,3008,3,0.01,07-02-2023
399,17723,196,1,0.02,25-07-2022
400,16684,3109,3,0.15,01-07-2023
401,2288,985,2,0.01,10-03-2023
402,11329,2114,5,0.01,20-11-2023
403,16929,1159,5,0.18,09-04-2020
404,3894,2414,1,0.03,14-02-2020
405,12998,2434,1,0.03,30-07-2022
406,17580,1786,1,0.19,15-11-2023
407,5893,2147,4,0.03,27-01-2022
408,14202,2548,3,0.17,30-03-2023
409,12570,40,3,0.23,26-03-2020
410,6328,91,2,0.11,21-07-2020
411,18197,1169,5,0.13,10-02-2020
412,14679,2341,4,0.07,05-01-2021
413,17091,114,1,0.02,14-12-2021
414,9455,1185,3,0.14,01-03-2020
415,16727,1537,5,0.12,04-06-2021
416,17809,1532,4,0.1,14-06-2020
417,2064,934,3,0.03,12-11-2022
418,15189,3211,5,0.12,10-11-2023
419,599,1384,4,0.14,17-10-2020
420,10655,1550,4,0.16,21-01-2020
421,17145,2059,5,0.02,26-12-2023
422,14527,1476,3,0.12,20-11-2021
423,1279,37,3,0.12,17-07-2022
424,3125,3266,5,0.23,19-01-2023
425,18664,2342,4,0.24,24-02-2022
426,19727,2689,5,0.15,13-09-2023
427,3539,2247,5,0.13,16-10-2023
428,72,2401,5,0.01,15-10-2020
429,14632,342,4,0.12,08-02-2020
430,9497,2520,4,0.12,31-05-2022
431,16512,2851,5,0.11,20-12-2023
432,12409,53,4,0.11,20-03-2023
433,7526,2076,2,0.1,06-04-2021
434,19863,784,5,0.09,18-06-2021
435,6862,3079,2,0.04,28-11-2022
436,10240,2114,1,0.13,11-07-2020
437,10348,2536,2,0.11,23-03-2021
438,11482,542,3,0.13,17-02-2021
439,7643,836,5,0.05,06-06-2022
440,1709,649,4,0.02,27-12-2020
441,50,1967,5,0.05,06-04-2023
442,13835,1881,4,0.03,10-08-2020
443,19341,275,1,0.09,03-03-2021
444,19093,851,5,0.02,26-07-2022
445,1387,51,2,0.04,19-07-2022
446,9434,1346,2,0.11,14-10-2022
447,4915,1192,2,0.02,28-07-2022
448,18170,2562,3,0.21,22-02-2023
449,13945,1269,3,0.01,03-09-2023
450,16051,1479,5,0.03,18-07-2021
451,6959,215,5,0.1,01-10-2020
452,5532,3305,1,0.16,01-07-2022
453,7746,2294,1,0.03,17-06-2021
454,9731,2211,2,0.17,26-04-2021
455,2823,1872,4,0.17,11-10-2021
456,13010,1276,2,0.2,17-03-2022
457,19412,2889,3,0.09,07-06-2023
458,12448,1307,2,0.11,09-11-2020
459,11229,698,2,0.17,08-10-2023
460,11326,503,3,0.12,21-01-2024
461,275,2249,4,0.15,07-08-2023
462,10451,3492,2,0.07,07-01-2024
463,10955,3334,4,0.1,02-12-2023
464,9979,902,3,0.2,24-08-2021
465,13968,21,2,0.16,09-09-2020
466,12455,3231,4,0.1,02-04-2020
467,11670,2444,4,0.05,23-09-2020
468,18405,2171,3,0.06,01-07-2020
469,8721,1012,2,0.17,06-04-2020
470,18710,680,2,0.02,30-09-2023
471,13699,1366,1,0.04,12-09-2022
472,17045,2793,3,0.17,12-06-2022
473,10850,33,1,0.05,29-06-2022
474,13849,2142,2,0.07,27-01-2023
475,19943,747,5,0.09,17-07-2022
476,465,2340,2,0.25,31-05-2023
477,11754,79,3,0.15,23-08-2021
478,3325,3174,3,0.15,19-09-2020
479,15805,1839,2,0.01,02-11-2023
480,4978,710,2,0.12,19-11-2020
481,1905,2343,1,0.17,20-03-2022
482,19573,1658,2,0.2,24-11-2023
483,15021,815,2,0.21,15-10-2020
484,13005,630,1,0.07,01-01-2021
485,17245,63,3,0.17,07-08-2021
486,4739,1793,3,0.22,13-06-2022
487,6080,1560,2,0.16,23-02-2023
488,5441,1542,5,0.15,26-07-2021
489,19368,2671,3,0.15,26-10-2023
490,1119,1271,1,0.14,24-01-2020
491,13258,1154,1,0.09,19-06-2021
492,48,117,5,0.12,27-06-2021
493,9006,3358,1,0.22,30-08-2023
494,16694,2162,4,0.06,05-09-2022
495,8538,1478,3,0.21,25-07-2021
496,10033,3253,2,0.19,24-06-2021
497,1142,2997,2,0.15,19-12-2022
498,1553,3468,5,0.17,09-01-2022
499,9071,1612,3,0.03,08-05-2022
500,4647,2403,1,0.19,06-09-2022
501,1297,2882,3,0.01,09-05-2022
502,7448,662,1,0.04,18-08-2021
503,16386,1095,3,0.06,31-08-2021
504,16557,116,3,0.22,28-05-2020
505,14725,1452,2,0.24,27-05-2021
506,18420,172,1,0.2,06-01-2021
507,13304,3020,2,0.14,23-08-2022
508,9772,3252,1,0.18,15-10-2020
509,18363,234,1,0.15,22-05-2023
510,15098,1142,4,0.08,23-07-2020
511,19414,2544,2,0.07,14-03-2022
512,6263,2858,3,0.15,25-11-2023
513,5678,403,4,0.22,13-09-2021
514,19650,1820,4,0.04,02-02-2022
515,8952,3413,2,0.17,24-11-2022
516,2527,2020,5,0.07,18-02-2023
517,10077,3245,1,0.24,28-07-2020
518,6231,548,2,0.2,03-04-2022
519,19819,1492,1,0.05,24-07-2022
520,1065,2770,1,0.07,01-01-2024
521,9797,2457,1,0.01,14-06-2021
522,19433,1705,2,0.07,30-06-2023
523,11556,480,5,0.16,25-03-2023
524,19536,1275,2,0.21,05-03-2020
525,3906,3103,1,0.13,29-07-2023
526,1438,3155,3,0.13,30-01-2022
527,623,1786,4,0.05,18-09-2022
528,8676,3480,4,0.02,09-10-2021
529,4381,3061,1,0.12,01-12-2021
530,4734,2948,2,0.15,25-11-2021
531,7960,2096,2,0.02,26-11-2022
532,19292,357,4,0.02,11-01-2023
533,9956,31,3,0.05,08-11-2020
534,4775,822,5,0.18,22-01-2022
535,7094,1791,4,0.11,20-10-2023
536,1923,410,3,0.15,13-04-2021
537,8721,1269,1,0.11,24-05-2021
538,6109,2514,3,0.13,14-07-2022
539,14647,2761,4,0.2,12-03-2021
540,9810,3405,3,0.19,11-06-2021
541,18821,3280,3,0.13,20-12-2022
542,11130,1014,5,0.19,24-05-2020
543,14390,214,4,0.01,22-08-2021
544,14901,365,1,0.08,07-05-2020
545,11563,3375,1,0.11,03-09-2023
546,17272,1665,3,0.1,05-06-2020
547,7733,1315,3,0.16,06-04-2020
548,9880,3465,3,0.15,23-01-2021
549,18947,3377,2,0.1,11-01-2023
550,17115,3365,5,0.14,07-03-2022
551,18988,2790,2,0.02,17-09-2022
552,130,2842,4,0.03,19-03-2022
553,6114,451,4,0.11,25-03-2022
554,10056,122,3,0,15-05-2023
555,18571,2672,2,0.1,05-10-2022
556,10739,1474,1,0.23,04-01-2022
557,13948,2038,4,0.15,24-02-2023
558,17953,2327,1,0.18,27-10-2023
559,10767,3412,3,0.23,18-02-2020
560,12467,1473,4,0.17,09-12-2022
561,11352,3484,4,0.08,10-09-2023
562,19605,1660,2,0.04,12-09-2021
563,10012,2705,1,0.18,01-05-2020
564,7955,1750,1,0.17,28-11-2020
565,4956,244,4,0.04,09-08-2023
566,3129,890,1,0.24,04-12-2020
567,1612,3323,5,0.19,13-01-2023
568,4717,1747,5,0.04,10-02-2023
569,18748,3225,3,0.25,14-11-2020
570,4568,3089,4,0.2,12-10-2022
571,10880,1973,5,0.05,28-10-2023
572,18968,541,1,0.1,26-03-2020
573,14649,315,1,0.07,23-06-2021
574,14998,1341,4,0.16,10-03-2022
575,18706,2601,3,0.16,11-06-2021
576,13891,366,1,0.03,22-03-2022
577,4577,807,4,0.02,01-07-2022
578,3540,2703,3,0.19,28-03-2020
579,4482,1589,5,0.03,12-01-2023
580,10557,1843,3,0.07,11-02-2020
581,1634,632,5,0.22,02-11-2021
582,11847,2862,4,0.07,09-11-2022
583,15969,1747,1,0.03,09-10-2020
584,2851,2258,1,0.01,15-03-2022
585,19497,2581,2,0.04,29-06-2023
586,3543,2624,3,0.19,26-04-2022
587,9258,3153,3,0.19,01-10-2022
588,7441,1159,2,0.11,22-09-2022
589,19614,1140,1,0.09,23-11-2023
590,9216,2830,2,0.24,13-07-2023
591,2995,1530,5,0.25,06-12-2020
592,10231,2975,4,0.16,14-12-2021
593,3949,51,4,0.16,04-11-2020
594,15351,2317,3,0.22,15-11-2020
595,3466,2169,5,0.16,03-04-2023
596,4049,278,5,0.12,09-10-2021
597,17582,3221,5,0.02,30-07-2021
598,9405,1509,1,0.25,14-05-2023
599,12685,1894,4,0.02,03-01-2022
600,749,2106,3,0.02,31-10-2021
601,19618,478,4,0.19,30-09-2022
602,747,1555,2,0.07,26-10-2022
603,9842,2392,4,0.14,28-05-2022
604,14137,1214,4,0.07,26-09-2022
605,18605,1880,4,0.24,20-06-2023
606,7915,1292,3,0.16,12-01-2021
607,9860,297,4,0.21,09-09-2023
608,4923,631,2,0.23,08-09-2023
609,751,2902,2,0.04,31-12-2023
610,5279,434,3,0.16,11-08-2020
611,16207,1902,3,0.18,04-08-2020
612,1403,3180,3,0.09,25-08-2020
613,19049,658,5,0.23,17-07-2021
614,3916,2334,3,0.13,22-03-2022
615,6989,1104,4,0.16,28-12-2022
616,5458,309,4,0.23,14-04-2020
617,4485,2806,1,0.2,18-06-2021
618,3960,3243,4,0.02,01-02-2021
619,16702,615,4,0.01,19-11-2023
620,1471,369,2,0.1,28-07-2022
621,10809,3091,5,0.01,08-06-2021
622,3499,2352,4,0.18,08-05-2020
623,1035,1782,2,0.01,11-07-2021
624,9582,486,2,0.16,11-04-2023
625,16061,3380,5,0.24,24-11-2020
626,1301,392,5,0.08,12-02-2022
627,4884,277,4,0.05,03-01-2020
628,16789,218,5,0.18,02-05-2020
629,4370,410,1,0.05,15-05-2020
630,13118,1901,1,0.17,08-02-2022
631,12089,3068,5,0.19,06-02-2020
632,13212,1793,5,0.21,20-03-2020
633,1310,2693,1,0.13,04-11-2022
634,17260,1388,2,0.01,01-04-2020
635,5342,920,2,0.08,26-12-2020
636,549,1714,2,0.2,01-02-2020
637,1866,2384,5,0.07,03-07-2022
638,1497,1862,1,0.21,10-10-2021
639,4938,1269,4,0.23,20-10-2021
640,3707,1610,1,0.05,20-10-2022
641,13801,2276,3,0.08,26-05-2020
642,14812,2124,3,0,21-09-2022
643,8384,2278,1,0.19,10-11-2023
644,7857,2382,5,0.12,24-04-2023
645,10841,2156,1,0.12,06-09-2022
646,1933,3232,3,0.01,15-08-2020
647,18799,244,1,0.09,08-07-2020
648,16452,3383,2,0.04,28-08-2020
649,262,2412,4,0.1,19-04-2021
650,17905,1929,5,0.15,14-05-2020
651,16054,1438,3,0.14,20-12-2022
652,10232,3124,3,0.03,18-08-2023
653,16564,1194,5,0.11,22-02-2021
654,8186,2305,1,0.13,20-04-2022
655,16382,1581,4,0.03,09-06-2022
656,13012,2228,3,0.17,02-09-2023
657,1272,1173,1,0.14,10-07-2022
658,16578,941,4,0.21,18-10-2020
659,12911,430,2,0.01,26-08-2023
660,7277,1496,2,0.1,10-12-2022
661,4903,2387,2,0.2,26-02-2021
662,10763,2065,1,0.22,20-01-2021
663,434,815,1,0.1,09-05-2020
664,7437,2518,2,0.01,30-10-2020
665,12037,1694,5,0.2,07-11-2023
666,354,1224,4,0.01,28-12-2023
667,7235,1480,3,0.22,27-02-2020
668,19074,2547,2,0.23,01-01-2023
669,24,1929,4,0.06,22-02-2022
670,17157,2291,5,0.21,07-09-2020
671,422,1896,3,0.07,13-08-2021
672,1466,527,2,0.1,03-09-2023
673,18969,1678,1,0.18,11-10-2021
674,352,324,4,0.1,04-02-2023
675,9359,895,5,0.16,10-05-2022
