customer_id,customer_name,region,signup_date
251,Customer_251,West,17-05-2022
252,Customer_252,North,11-06-2018
253,Customer_253,North,10-07-2019
254,Customer_254,South,06-02-2020
255,Customer_255,North,28-08-2019
256,Customer_256,East,29-06-2021
257,Customer_257,South,19-12-2018
258,Customer_258,North,10-01-2022
259,Customer_259,West,03-08-2019
260,Customer_260,South,03-01-2022
261,Customer_261,East,27-05-2023
262,Customer_262,North,23-06-2023
263,Customer_263,North,13-09-2020
264,Customer_264,West,25-08-2018
265,Customer_265,North,03-04-2021
266,Customer_266,East,27-12-2020
267,Customer_267,West,24-06-2022
268,Customer_268,North,17-11-2022
269,Customer_269,North,12-06-2020
270,Customer_270,West,09-09-2021
271,Customer_271,South,14-06-2019
272,Customer_272,East,21-06-2020
273,Customer_273,West,29-01-2023
274,Customer_274,West,15-07-2021
275,Customer_275,South,16-06-2019
276,Customer_276,East,28-12-2020
277,Customer_277,South,20-09-2018
278,Customer_278,East,14-02-2018
279,Customer_279,East,31-08-2021
280,Customer_280,East,19-12-2018
281,Customer_281,West,03-09-2019
282,Customer_282,South,22-01-2020
283,Customer_283,West,19-07-2020
284,Customer_284,East,02-06-2023
285,Customer_285,East,12-01-2020
286,Customer_286,West,05-11-2020
287,Customer_287,East,15-04-2019
288,Customer_288,South,10-05-2022
289,Customer_289,West,16-06-2019
290,Customer_290,South,29-07-2021
291,Customer_291,West,31-05-2021
292,Customer_292,North,16-02-2020
293,Customer_293,East,15-02-2020
294,Customer_294,East,19-04-2019
295,Customer_295,East,27-06-2020
296,Customer_296,West,31-10-2019
297,Customer_297,West,14-07-2019
298,Customer_298,East,10-11-2019
299,Customer_299,North,21-07-2018
300,Customer_300,South,07-06-2021
301,Customer_301,East,24-02-2023
302,Customer_302,East,27-10-2018
303,Customer_303,West,20-06-2023
304,Customer_304,East,22-09-2019
305,Customer_305,West,30-09-2021
306,Customer_306,East,21-04-2022
307,Customer_307,West,17-06-2022
308,Customer_308,North,07-06-2019
309,Customer_309,East,03-02-2021
310,Customer_310,North,03-02-2021
311,Customer_311,West,17-05-2020
312,Customer_312,North,10-03-2023
313,Customer_313,South,18-05-2021
314,Customer_314,North,25-12-2018
315,Customer_315,West,08-03-2020
316,Customer_316,East,31-03-2022
317,Customer_317,South,21-08-2018
318,Customer_318,East,01-10-2019
319,Customer_319,North,18-12-2019
320,Customer_320,North,05-02-2019
321,Customer_321,South,11-05-2020
322,Customer_322,North,03-04-2019
323,Customer_323,North,23-01-2022
324,Customer_324,East,13-03-2022
325,Customer_325,North,03-10-2020
326,Customer_326,East,20-06-2021
327,Customer_327,East,17-07-2022
328,Customer_328,North,14-11-2019
329,Customer_329,West,16-01-2021
330,Customer_330,West,10-04-2020
331,Customer_331,South,05-03-2020
332,Customer_332,West,06-10-2022
333,Customer_333,West,31-03-2023
334,Customer_334,North,29-03-2022
335,Customer_335,North,17-04-2023
336,Customer_336,East,26-09-2020
337,Customer_337,West,23-03-2018
338,Customer_338,West,07-12-2021
339,Customer_339,West,16-12-2018
340,Customer_340,West,20-12-2019
341,Customer_341,South,07-07-2020
342,Customer_342,East,01-02-2020
343,Customer_343,South,11-03-2023
344,Customer_344,South,15-07-2019
345,Customer_345,West,07-06-2023
346,Customer_346,North,02-08-2021
347,Customer_347,East,01-02-2023
348,Customer_348,North,31-07-2021
349,Customer_349,North,30-11-2020
350,Customer_350,East,27-10-2019
351,Customer_351,West,23-04-2019
352,Customer_352,East,29-11-2019
353,Customer_353,North,12-07-2018
354,Customer_354,South,29-01-2018
355,Customer_355,West,17-05-2023
356,Customer_356,North,14-07-2021
357,Customer_357,North,08-11-2022
358,Customer_358,East,16-01-2021
359,Customer_359,West,30-08-2019
360,Customer_360,South,25-01-2022
361,Customer_361,South,08-12-2020
362,Customer_362,North,09-04-2023
363,Customer_363,East,21-12-2022
364,Customer_364,East,21-06-2023
365,Customer_365,East,28-10-2022
366,Customer_366,South,14-06-2019
367,Customer_367,West,05-02-2020
368,Customer_368,West,26-06-2020
369,Customer_369,South,04-03-2018
370,Customer_370,East,21-01-2020
371,Customer_371,West,09-05-2021
372,Customer_372,North,03-02-2019
373,Customer_373,West,30-01-2022
374,Customer_374,East,02-03-2021
375,Customer_375,West,07-05-2018
376,Customer_376,North,15-03-2020
377,Customer_377,East,23-02-2023
378,Customer_378,South,12-06-2020
379,Customer_379,South,04-10-2018
380,Customer_380,West,12-09-2022
381,Customer_381,South,23-11-2021
382,Customer_382,South,28-04-2023
383,Customer_383,North,20-06-2019
384,Customer_384,East,09-08-2018
385,Customer_385,North,15-10-2018
386,Customer_386,South,13-09-2018
387,Customer_387,South,14-04-2019
388,Customer_388,West,04-08-2018
389,Customer_389,West,25-01-2022
390,Customer_390,North,04-04-2021
391,Customer_391,North,05-02-2022
392,Customer_392,North,28-08-2020
393,Customer_393,North,10-04-2022
394,Customer_394,West,04-06-2023
395,Customer_395,South,05-11-2019
396,Customer_396,East,12-05-2019
397,Customer_397,East,16-09-2019
398,Customer_398,South,26-12-2020
399,Customer_399,North,19-04-2019
400,Customer_400,North,07-05-2018
401,Customer_401,North,19-02-2019
402,Customer_402,West,06-08-2018
403,Customer_403,North,09-06-2022
404,Customer_404,South,11-04-2020
405,Customer_405,North,17-04-2021
406,Customer_406,South,19-10-2019
407,Customer_407,West,21-05-2021
408,Customer_408,North,12-02-2023
409,Customer_409,West,23-12-2018
410,Customer_410,South,03-12-2021
411,Customer_411,East,29-10-2021
412,Customer_412,South,19-03-2019
413,Customer_413,South,08-09-2022
414,Customer_414,West,06-10-2020
415,Customer_415,West,08-06-2019
416,Customer_416,East,26-09-2021
417,Customer_417,East,23-09-2018
418,Customer_418,West,12-05-2018
419,Customer_419,East,04-12-2022
420,Customer_420,North,11-10-2021
421,Customer_421,West,28-11-2021
422,Customer_422,East,11-03-2022
423,Customer_423,North,01-11-2020
424,Customer_424,South,28-02-2019
425,Customer_425,West,02-05-2019
426,Customer_426,West,05-04-2023
427,Customer_427,West,30-09-2021
428,Customer_428,West,12-04-2021
429,Customer_429,North,15-11-2018
430,Customer_430,South,02-10-2020
431,Customer_431,North,29-04-2021
432,Customer_432,West,09-05-2021
433,Customer_433,West,14-10-2018
434,Customer_434,North,07-03-2018
435,Customer_435,North,06-01-2020
436,Customer_436,East,30-01-2020
437,Customer_437,South,05-10-2022
438,Customer_438,West,12-05-2023
439,Customer_439,East,18-10-2019
440,Customer_440,West,12-11-2021
441,Customer_441,West,16-08-2020
442,Customer_442,East,08-06-2020
443,Customer_443,North,21-04-2022
444,Customer_444,South,04-10-2020
445,Customer_445,West,05-05-2020
446,Customer_446,West,27-01-2019
447,Customer_447,South,22-03-2023
448,Customer_448,West,29-04-2020
449,Customer_449,West,25-02-2021
450,Customer_450,South,19-08-2019
451,Customer_451,East,29-10-2020
452,Customer_452,South,21-07-2021
453,Customer_453,East,26-04-2021
454,Customer_454,West,13-06-2019
455,Customer_455,West,02-06-2019
456,Customer_456,West,10-01-2019
457,Customer_457,East,20-11-2020
458,Customer_458,North,20-11-2018
459,Customer_459,West,13-07-2018
460,Customer_460,South,19-02-2021
461,Customer_461,West,27-04-2020
462,Customer_462,West,03-07-2019
463,Customer_463,East,09-07-2020
464,Customer_464,North,27-02-2021
465,Customer_465,West,23-06-2020
466,Customer_466,West,07-12-2021
467,Customer_467,North,10-10-2022
468,Customer_468,West,03-11-2019
469,Customer_469,West,21-04-2019
470,Customer_470,South,23-06-2023
471,Customer_471,West,31-03-2021
472,Customer_472,West,10-06-2019
473,Customer_473,South,14-11-2019
474,Customer_474,West,17-10-2022
475,Customer_475,East,27-05-2018
476,Customer_476,North,23-10-2022
477,Customer_477,North,07-12-2019
478,Customer_478,North,10-04-2022
479,Customer_479,East,15-06-2022
480,Customer_480,North,08-07-2018
481,Customer_481,East,22-06-2022
482,Customer_482,North,03-11-2022
483,Customer_483,West,23-05-2023
484,Customer_484,South,21-06-2021
485,Customer_485,West,16-07-2018
486,Customer_486,North,22-02-2023
487,Customer_487,East,01-06-2023
488,Customer_488,East,06-09-2020
489,Customer_489,North,31-05-2020
490,Customer_490,West,10-05-2020
491,Customer_491,North,24-09-2022
492,Customer_492,North,21-09-2022
493,Customer_493,North,11-02-2020
494,Customer_494,South,08-06-2019
495,Customer_495,North,02-02-2019
496,Customer_496,East,06-04-2021
497,Customer_497,West,04-04-2022
498,Customer_498,East,09-09-2022
499,Customer_499,North,14-12-2022
500,Customer_500,West,29-05-2019
501,Customer_501,South,27-10-2022
502,Customer_502,South,22-02-2021
503,Customer_503,East,06-09-2021
504,Customer_504,North,03-10-2020
505,Customer_505,North,20-06-2018
506,Customer_506,East,04-07-2022
507,Customer_507,East,09-12-2021
508,Customer_508,West,26-03-2021
509,Customer_509,West,13-11-2019
510,Customer_510,West,20-06-2019
511,Customer_511,North,14-11-2021
512,Customer_512,West,14-07-2020
513,Customer_513,North,05-10-2022
514,Customer_514,East,03-02-2021
515,Customer_515,North,23-04-2021
516,Customer_516,South,30-01-2021
517,Customer_517,South,22-02-2018
518,Customer_518,East,04-06-2019
519,Customer_519,North,12-11-2019
520,Customer_520,South,25-08-2021
521,Customer_521,North,10-05-2020
522,Customer_522,South,09-05-2023
523,Customer_523,North,25-10-2022
524,Customer_524,East,01-05-2023
525,Customer_525,South,19-08-2020
526,Customer_526,North,14-04-2018
527,Customer_527,North,06-06-2022
528,Customer_528,North,31-10-2021
529,Customer_529,West,22-10-2018
530,Customer_530,North,25-01-2018
531,Customer_531,East,20-01-2021
532,Customer_532,South,03-11-2019
533,Customer_533,North,14-01-2022
534,Customer_534,East,09-12-2021
535,Customer_535,North,30-03-2023
536,Customer_536,South,14-09-2022
537,Customer_537,North,19-12-2018
538,Customer_538,South,10-07-2018
539,Customer_539,North,01-09-2019
540,Customer_540,East,19-01-2019
541,Customer_541,North,21-06-2020
542,Customer_542,North,22-05-2018
543,Customer_543,North,07-08-2022
544,Customer_544,West,02-12-2022
545,Customer_545,South,08-02-2018
546,Customer_546,West,02-05-2023
547,Customer_547,North,05-06-2019
548,Customer_548,South,23-01-2023
549,Customer_549,West,16-07-2022
550,Customer_550,South,20-12-2022
551,Customer_551,North,15-09-2022
552,Customer_552,South,20-12-2019
553,Customer_553,West,29-03-2022
554,Customer_554,North,14-03-2023
555,Customer_555,East,29-03-2023
556,Customer_556,North,20-06-2023
557,Customer_557,North,26-01-2021
558,Customer_558,South,06-01-2021
559,Customer_559,North,10-09-2021
560,Customer_560,West,03-06-2018
561,Customer_561,West,28-05-2020
562,Customer_562,North,20-01-2019
563,Customer_563,East,01-11-2021
564,Customer_564,South,23-01-2023
565,Customer_565,East,04-06-2019
566,Customer_566,West,20-10-2020
567,Customer_567,West,21-02-2019
568,Customer_568,South,05-06-2022
569,Customer_569,East,14-01-2020
570,Customer_570,North,03-07-2019
571,Customer_571,East,30-05-2019
572,Customer_572,South,02-02-2022
573,Customer_573,North,20-01-2019
574,Customer_574,West,28-02-2018
575,Customer_575,West,20-06-2021
576,Customer_576,South,02-11-2022
577,Customer_577,West,05-12-2022
578,Customer_578,East,10-09-2019
579,Customer_579,South,01-02-2021
580,Customer_580,West,08-09-2022
581,Customer_581,East,07-12-2021
582,Customer_582,West,30-12-2019
583,Customer_583,East,13-06-2022
584,Customer_584,North,18-09-2022
585,Customer_585,North,23-03-2020
586,Customer_586,South,27-10-2020
587,Customer_587,South,21-09-2021
588,Customer_588,West,11-08-2020
589,Customer_589,West,19-11-2020
590,Customer_590,South,31-01-2021
591,Customer_591,West,27-05-2019
592,Customer_592,South,30-01-2020
593,Customer_593,East,02-01-2023
594,Customer_594,East,26-01-2018
595,Customer_595,West,22-07-2022
596,Customer_596,South,12-03-2023
597,Customer_597,North,02-07-2018
598,Customer_598,South,06-01-2022
599,Customer_599,West,28-09-2019
600,Customer_600,West,04-07-2020
601,Customer_601,East,19-06-2020
602,Customer_602,East,23-05-2020
603,Customer_603,South,04-02-2019
604,Customer_604,East,07-01-2019
605,Customer_605,South,12-10-2020
606,Customer_606,East,21-09-2021
607,Customer_607,East,30-06-2022
608,Customer_608,South,12-03-2018
609,Customer_609,North,02-03-2023
610,Customer_610,West,27-06-2022
611,Customer_611,North,23-08-2018
612,Customer_612,East,13-07-2020
613,Customer_613,East,16-04-2022
614,Customer_614,East,03-10-2019
615,Customer_615,North,30-06-2020
616,Customer_616,South,17-12-2018
617,Customer_617,East,01-10-2019
618,Customer_618,South,12-09-2021
619,Customer_619,East,22-12-2018
620,Customer_620,South,10-10-2018
621,Customer_621,East,16-10-2021
622,Customer_622,South,20-09-2018
623,Customer_623,North,11-10-2022
624,Customer_624,North,26-06-2020
625,Customer_625,North,02-05-2019
626,Customer_626,South,29-07-2018
627,Customer_627,East,01-10-2019
628,Customer_628,South,17-03-2018
629,Customer_629,East,29-01-2022
630,Customer_630,West,26-12-2019
631,Customer_631,East,13-04-2018
632,Customer_632,West,21-08-2019
633,Customer_633,East,22-01-2021
634,Customer_634,East,18-03-2021
635,Customer_635,East,04-05-2018
636,Customer_636,East,30-01-2021
637,Customer_637,North,21-07-2019
638,Customer_638,North,17-10-2021
639,Customer_639,South,25-02-2022
640,Customer_640,South,26-09-2021
641,Customer_641,South,14-05-2019
642,Customer_642,West,23-12-2022
643,Customer_643,East,12-10-2019
644,Customer_644,North,24-08-2020
645,Customer_645,West,06-01-2019
646,Customer_646,South,29-12-2018
647,Customer_647,East,27-05-2023
648,Customer_648,South,01-01-2020
649,Customer_649,South,02-06-2018
650,Customer_650,East,24-01-2020
651,Customer_651,East,08-09-2018
652,Customer_652,South,11-04-2020
653,Customer_653,South,04-09-2019
654,Customer_654,West,08-07-2021
655,Customer_655,West,25-03-2022
656,Customer_656,South,06-06-2019
657,Customer_657,West,26-07-2021
658,Customer_658,East,31-01-2020
659,Customer_659,East,24-01-2019
660,Customer_660,East,20-10-2018
661,Customer_661,East,25-05-2018
662,Customer_662,West,04-10-2019
663,Customer_663,North,09-08-2020
664,Customer_664,East,17-06-2021
665,Customer_665,North,25-12-2019
666,Customer_666,West,11-09-2019
667,Customer_667,North,02-07-2022
668,Customer_668,South,03-05-2022
669,Customer_669,West,22-11-2022
670,Customer_670,South,22-07-2022
671,Customer_671,West,11-07-2019
672,Customer_672,South,14-12-2020
673,Customer_673,South,05-04-2021
674,Customer_674,North,28-09-2020
675,Customer_675,North,05-08-2018
676,Customer_676,South,02-01-2023
677,Customer_677,North,04-02-2022
678,Customer_678,West,10-04-2021
679,Customer_679,West,06-02-2018
680,Customer_680,North,22-10-2021
681,Customer_681,South,13-12-2020
682,Customer_682,North,14-04-2020
683,Customer_683,South,13-07-2022
684,Customer_684,North,06-08-2018
685,Customer_685,North,10-12-2018
686,Customer_686,East,04-03-2018
687,Customer_687,West,09-10-2022
688,Customer_688,East,11-03-2018
689,Customer_689,North,03-10-2020
690,Customer_690,East,14-05-2020
691,Customer_691,North,19-07-2021
692,Customer_692,West,06-04-2018
693,Customer_693,North,02-05-2020
694,Customer_694,South,11-07-2022
695,Customer_695,North,05-09-2022
696,Customer_696,South,01-11-2022
697,Customer_697,West,03-11-2020
698,Customer_698,North,19-02-2022
699,Customer_699,West,10-09-2022
700,Customer_700,East,21-10-2022
701,Customer_701,West,02-01-2018
702,Customer_702,North,25-03-2023
703,Customer_703,North,02-12-2018
704,Customer_704,South,29-08-2019
705,Customer_705,North,07-03-2020
706,Customer_706,South,13-06-2022
707,Customer_707,West,09-09-2021
708,Customer_708,South,16-01-2023
709,Customer_709,East,29-06-2020
710,Customer_710,West,06-02-2022
711,Customer_711,South,21-06-2022
712,Customer_712,South,07-11-2020
713,Customer_713,South,06-04-2018
714,Customer_714,North,22-01-2020
715,Customer_715,East,03-04-2022
716,Customer_716,West,23-10-2018
717,Customer_717,North,21-05-2023
718,Customer_718,South,23-05-2022
719,Customer_719,South,30-03-2021
720,Customer_720,East,05-02-2021
721,Customer_721,South,07-08-2018
722,Customer_722,North,26-11-2022
723,Customer_723,South,19-08-2021
724,Customer_724,North,04-07-2020
725,Customer_725,North,25-04-2019
726,Customer_726,North,29-10-2018
727,Customer_727,South,22-02-2020
728,Customer_728,East,25-07-2019
729,Customer_729,East,07-12-2022
730,Customer_730,South,01-01-2022
731,Customer_731,South,25-02-2023
732,Customer_732,North,15-04-2022
733,Customer_733,West,17-09-2020
734,Customer_734,West,12-03-2018
735,Customer_735,West,29-01-2022
736,Customer_736,East,28-03-2020
737,Customer_737,East,28-05-2023
738,Customer_738,North,04-08-2020
739,Customer_739,South,20-06-2022
740,Customer_740,West,17-06-2022
741,Customer_741,East,13-02-2023
742,Customer_742,East,07-03-2019
743,Customer_743,North,08-11-2021
744,Customer_744,West,15-03-2019
745,Customer_745,North,01-04-2019
746,Customer_746,North,22-12-2019
747,Customer_747,East,02-06-2020
748,Customer_748,East,21-06-2022
749,Customer_749,East,28-05-2022
750,Customer_750,West,05-03-2020
751,Customer_751,South,14-07-2018
752,Customer_752,North,12-03-2020
753,Customer_753,North,12-03-2022
754,Customer_754,East,14-11-2021
755,Customer_755,West,01-10-2020
756,Customer_756,West,22-11-2020
757,Customer_757,West,16-03-2021
758,Customer_758,North,05-12-2019
759,Customer_759,East,07-02-2020
760,Customer_760,West,17-07-2019
761,Customer_761,East,12-04-2021
762,Customer_762,East,07-08-2021
763,Customer_763,East,23-07-2021
764,Customer_764,East,21-01-2019
765,Customer_765,South,03-04-2018
766,Customer_766,East,19-12-2022
767,Customer_767,North,15-04-2018
768,Customer_768,West,27-06-2018
769,Customer_769,West,20-05-2022
770,Customer_770,North,07-01-2018
771,Customer_771,North,12-07-2019
772,Customer_772,North,12-10-2019
773,Customer_773,South,12-10-2018
774,Customer_774,South,19-08-2020
775,Customer_775,South,29-06-2020
776,Customer_776,East,16-10-2020
777,Customer_777,West,16-02-2019
778,Customer_778,South,28-04-2021
779,Customer_779,West,19-11-2018
780,Customer_780,North,21-05-2022
781,Customer_781,South,28-05-2018
782,Customer_782,West,28-12-2020
783,Customer_783,East,09-10-2020
784,Customer_784,East,22-04-2021
785,Customer_785,West,28-10-2021
786,Customer_786,East,31-01-2021
787,Customer_787,West,04-09-2021
788,Customer_788,South,08-02-2018
789,Customer_789,West,09-05-2019
790,Customer_790,South,19-03-2018
791,Customer_791,South,01-06-2018
792,Customer_792,North,13-10-2018
793,Customer_793,West,10-03-2022
794,Customer_794,North,22-03-2021
795,Customer_795,East,17-10-2018
796,Customer_796,East,29-06-2022
797,Customer_797,North,13-06-2023
798,Customer_798,East,03-02-2022
799,Customer_799,West,06-05-2021
800,Customer_800,North,02-03-2022
801,Customer_801,West,04-05-2022
802,Customer_802,West,18-06-2019
803,Customer_803,East,12-12-2021
804,Customer_804,West,27-07-2021
805,Customer_805,East,19-01-2022
806,Customer_806,North,08-05-2020
807,Customer_807,North,10-11-2022
808,Customer_808,North,04-03-2020
809,Customer_809,East,07-04-2023
810,Customer_810,North,20-08-2022
811,Customer_811,South,21-05-2020
812,Customer_812,West,20-02-2020
813,Customer_813,East,25-08-2020
814,Customer_814,East,06-10-2020
815,Customer_815,North,13-11-2019
816,Customer_816,South,30-10-2018
817,Customer_817,North,15-06-2020
818,Customer_818,North,31-10-2019
819,Customer_819,East,23-08-2021
820,Customer_820,South,17-05-2022
821,Customer_821,East,24-03-2023
