product_id,product_name,category,unit_price,cost_price
92,Product_92,Sports,421.24,250.54
93,Product_93,Grocery,105.26,62.61
94,Product_94,Grocery,371.14,220.74
95,Product_95,Furniture,328.5,195.38
96,Product_96,Clothing,373.72,222.28
97,Product_97,Grocery,100.15,59.57
98,Product_98,Sports,182.87,108.76
99,Product_99,Electronics,441.59,262.64
100,Product_100,Grocery,53.6,31.88
101,Product_101,Grocery,262.42,156.08
102,Product_102,Furniture,66.41,39.5
103,Product_103,Clothing,92.49,55.01
104,Product_104,Electronics,129.39,76.96
105,Product_105,Grocery,170.25,101.26
106,Product_106,Furniture,305.81,181.89
107,Product_107,Sports,359.16,213.62
108,Product_108,Grocery,455.13,270.7
109,Product_109,Sports,480.01,285.49
110,Product_110,Clothing,16.94,10.08
111,Product_111,Clothing,481.39,286.31
112,Product_112,Electronics,185.41,110.28
113,Product_113,Grocery,445.28,264.84
114,Product_114,Furniture,484.1,287.93
115,Product_115,Furniture,440.27,261.86
116,Product_116,Sports,130.63,77.69
117,Product_117,Sports,369.14,219.55
118,Product_118,Grocery,301.81,179.51
119,Product_119,Furniture,104.98,62.44
120,Product_120,Clothing,21.38,12.72
121,Product_121,Sports,235.15,139.86
122,Product_122,Clothing,214.4,127.52
123,Product_123,Clothing,284.42,169.16
124,Product_124,Grocery,351.59,209.11
125,Product_125,Grocery,283.26,168.47
126,Product_126,Grocery,459.78,273.46
127,Product_127,Sports,99.73,59.32
128,Product_128,Sports,216.09,128.52
129,Product_129,Furniture,210.48,125.19
130,Product_130,Furniture,136.97,81.47
131,Product_131,Electronics,42.36,25.19
132,Product_132,Electronics,78.9,46.93
133,Product_133,Sports,398.27,236.88
134,Product_134,Furniture,295.5,175.75
135,Product_135,Electronics,206.86,123.03
136,Product_136,Clothing,453.85,269.93
137,Product_137,Electronics,243.92,145.08
138,Product_138,Grocery,84.14,50.04
139,Product_139,Grocery,336.47,200.12
140,Product_140,Furniture,242.47,144.21
141,Product_141,Furniture,468.69,278.76
142,Product_142,Sports,381.11,226.67
143,Product_143,Sports,168.09,99.97
144,Product_144,Grocery,362.43,215.56
145,Product_145,Furniture,420.71,250.22
146,Product_146,Furniture,157.17,93.48
147,Product_147,Clothing,188.41,112.06
148,Product_148,Grocery,188.47,112.1
149,Product_149,Sports,191.34,113.8
150,Product_150,Electronics,291.29,173.25
151,Product_151,Clothing,477.64,284.08
152,Product_152,Clothing,389.76,231.82
153,Product_153,Electronics,151.88,90.33
154,Product_154,Sports,407.06,242.11
155,Product_155,Sports,317.62,188.91
156,Product_156,Electronics,194.37,115.6
157,Product_157,Grocery,438.5,260.8
158,Product_158,Furniture,49.46,29.42
159,Product_159,Electronics,184.94,110
160,Product_160,Furniture,154.61,91.96
161,Product_161,Grocery,281.77,167.59
162,Product_162,Sports,124.4,73.99
163,Product_163,Electronics,13.48,8.02
164,Product_164,Clothing,169.69,100.93
165,Product_165,Furniture,177.21,105.4
166,Product_166,Grocery,236.3,140.54
167,Product_167,Furniture,320.53,190.64
168,Product_168,Electronics,473.4,281.56
169,Product_169,Sports,426.78,253.83
170,Product_170,Sports,246.79,146.78
171,Product_171,Grocery,167.43,99.58
172,Product_172,Sports,301.06,179.06
173,Product_173,Electronics,149.97,89.2
174,Product_174,Clothing,22.89,13.61
175,Product_175,Furniture,247.53,147.22
176,Product_176,Furniture,360.28,214.28
177,Product_177,Sports,218.32,129.85
178,Product_178,Furniture,286,170.1
179,Product_179,Electronics,404.84,240.78
180,Product_180,Sports,286.89,170.63
181,Product_181,Sports,274.14,163.05
182,Product_182,Furniture,261.92,155.78
183,Product_183,Furniture,132.4,78.75
184,Product_184,Furniture,142.93,85.01
185,Product_185,Clothing,323.26,192.26
186,Product_186,Clothing,315.29,187.52
187,Product_187,Sports,362.55,215.63
188,Product_188,Grocery,469.72,279.37
189,Product_189,Grocery,277.13,164.83
190,Product_190,Electronics,183.67,109.24
191,Product_191,Furniture,377.55,224.55
192,Product_192,Sports,175.83,104.58
193,Product_193,Furniture,187.45,111.49
194,Product_194,Sports,236.67,140.76
195,Product_195,Electronics,371.25,220.81
196,Product_196,Sports,275.62,163.93
197,Product_197,Sports,258.58,153.79
198,Product_198,Sports,75.25,44.76
199,Product_199,Sports,158.79,94.44
200,Product_200,Electronics,15.9,9.46
201,Product_201,Grocery,6.75,4.01
202,Product_202,Furniture,172.36,102.51
203,Product_203,Electronics,182.53,108.56
204,Product_204,Furniture,154.16,91.69
205,Product_205,Clothing,481.59,286.43
206,Product_206,Furniture,66.03,39.27
207,Product_207,Clothing,332.95,198.03
208,Product_208,Clothing,128.15,76.22
209,Product_209,Sports,29.64,17.63
210,Product_210,Grocery,288.74,171.73
211,Product_211,Grocery,368.98,219.46
212,Product_212,Furniture,43.48,25.86
213,Product_213,Sports,213.17,126.79
214,Product_214,Furniture,26.49,15.76
215,Product_215,Furniture,157.32,93.57
216,Product_216,Electronics,254.18,151.18
217,Product_217,Furniture,234.33,139.37
218,Product_218,Furniture,107.26,63.79
219,Product_219,Electronics,214.8,127.76
220,Product_220,Electronics,257.79,153.32
221,Product_221,Furniture,224.33,133.42
222,Product_222,Furniture,82.45,49.04
223,Product_223,Electronics,118.14,70.27
224,Product_224,Sports,68.54,40.77
225,Product_225,Grocery,78.68,46.8
226,Product_226,Clothing,96.1,57.16
227,Product_227,Grocery,87.91,52.29
228,Product_228,Furniture,410.84,244.35
229,Product_229,Furniture,456.56,271.55
230,Product_230,Sports,477.6,284.06
231,Product_231,Grocery,313.78,186.63
232,Product_232,Grocery,12.03,7.16
233,Product_233,Grocery,411.62,244.82
234,Product_234,Grocery,451.46,268.51
235,Product_235,Grocery,276.27,164.32
236,Product_236,Furniture,370.81,220.55
237,Product_237,Clothing,326.34,194.1
238,Product_238,Grocery,386.48,229.87
239,Product_239,Grocery,219.23,130.39
240,Product_240,Grocery,23.46,13.95
241,Product_241,Sports,206.76,122.97
242,Product_242,Grocery,434.84,258.63
243,Product_243,Furniture,238.19,141.67
244,Product_244,Furniture,264.79,157.49
245,Product_245,Furniture,274.91,163.51
246,Product_246,Furniture,197.2,117.29
247,Product_247,Clothing,294.73,175.3
248,Product_248,Grocery,310.74,184.82
249,Product_249,Clothing,189.67,112.81
250,Product_250,Grocery,378.85,225.33
251,Product_251,Sports,492.84,293.12
252,Product_252,Clothing,140.19,83.38
253,Product_253,Sports,198.4,118
254,Product_254,Electronics,121.74,72.41
255,Product_255,Clothing,454.55,270.35
256,Product_256,Furniture,451.93,268.79
257,Product_257,Clothing,98.11,58.35
258,Product_258,Furniture,459,273
259,Product_259,Sports,310.13,184.45
260,Product_260,Electronics,494.38,294.04
261,Product_261,Electronics,34.77,20.68
262,Product_262,Furniture,299.94,178.39
263,Product_263,Clothing,440.73,262.13
264,Product_264,Clothing,244.27,145.28
265,Product_265,Furniture,98.04,58.31
266,Product_266,Grocery,413.51,245.94
267,Product_267,Sports,368.53,219.19
268,Product_268,Clothing,80.91,48.12
269,Product_269,Furniture,94.84,56.41
270,Product_270,Electronics,382.19,227.31
271,Product_271,Grocery,311.79,185.44
272,Product_272,Sports,101.3,60.25
273,Product_273,Furniture,15.89,9.45
274,Product_274,Sports,106.55,63.37
275,Product_275,Electronics,111.86,66.53
276,Product_276,Electronics,123.24,73.3
277,Product_277,Clothing,37.2,22.13
278,Product_278,Grocery,485.98,289.04
279,Product_279,Electronics,24.03,14.29
280,Product_280,Sports,355.82,211.63
281,Product_281,Clothing,440.65,262.08
282,Product_282,Furniture,405.7,241.3
283,Product_283,Sports,261.21,155.36
284,Product_284,Clothing,38.9,23.14
285,Product_285,Electronics,94.25,56.06
286,Product_286,Sports,463.89,275.91
287,Product_287,Furniture,393.5,234.04
288,Product_288,Electronics,212.7,126.51
289,Product_289,Clothing,71.52,42.54
290,Product_290,Sports,377.42,224.48
291,Product_291,Grocery,225.16,133.92
292,Product_292,Electronics,243.2,144.65
293,Product_293,Electronics,447.71,266.28
294,Product_294,Furniture,89.73,53.37
295,Product_295,Electronics,108.76,64.69
296,Product_296,Electronics,359.58,213.87
297,Product_297,Electronics,156.4,93.02
298,Product_298,Furniture,83.81,49.85
299,Product_299,Sports,144.95,86.21
300,Product_300,Electronics,399.57,237.65
301,Product_301,Sports,26.81,15.95
302,Product_302,Grocery,319.97,190.31
303,Product_303,Clothing,378.43,225.08
304,Product_304,Grocery,322.23,191.65
305,Product_305,Electronics,80.98,48.16
306,Product_306,Electronics,295.62,175.82
307,Product_307,Sports,344.11,204.66
308,Product_308,Sports,33.6,19.98
309,Product_309,Sports,426.12,253.44
310,Product_310,Sports,469.37,279.17
311,Product_311,Clothing,112.21,66.74
312,Product_312,Grocery,484.42,288.12
313,Product_313,Electronics,314.14,186.84
314,Product_314,Sports,293.87,174.78
315,Product_315,Furniture,267.98,159.39
316,Product_316,Electronics,113.67,67.61
317,Product_317,Electronics,47.49,28.25
318,Product_318,Furniture,477.3,283.88
319,Product_319,Electronics,225.72,134.25
320,Product_320,Electronics,300.66,178.82
321,Product_321,Grocery,338.89,201.56
322,Product_322,Clothing,437.82,260.4
323,Product_323,Sports,113.48,67.49
324,Product_324,Grocery,373.36,222.06
325,Product_325,Electronics,485.5,288.76
326,Product_326,Sports,55.28,32.88
327,Product_327,Sports,370.11,220.13
328,Product_328,Clothing,421.77,250.85
329,Product_329,Electronics,52.79,31.4
330,Product_330,Sports,482.17,286.78
331,Product_331,Grocery,491.96,292.6
332,Product_332,Clothing,363.04,215.92
333,Product_333,Grocery,463.99,275.97
334,Product_334,Clothing,320.04,190.35
335,Product_335,Grocery,429.28,255.32
336,Product_336,Grocery,74.48,44.3
337,Product_337,Grocery,171.43,101.96
338,Product_338,Grocery,415.91,247.37
339,Product_339,Electronics,168.58,100.27
340,Product_340,Electronics,294.23,175
341,Product_341,Electronics,427.38,254.19
342,Product_342,Furniture,281.63,167.5
343,Product_343,Grocery,414.38,246.46
344,Product_344,Clothing,300.84,178.93
345,Product_345,Electronics,81.89,48.71
346,Product_346,Sports,66.39,39.49
347,Product_347,Clothing,48.52,28.86
348,Product_348,Furniture,218.15,129.75
349,Product_349,Sports,193.68,115.19
350,Product_350,Grocery,253.44,150.74
351,Product_351,Clothing,151.99,90.4
352,Product_352,Electronics,424.71,252.6
353,Product_353,Electronics,251.05,149.32
354,Product_354,Sports,440.16,261.79
355,Product_355,Sports,196.05,116.6
356,Product_356,Grocery,314.9,187.29
357,Product_357,Furniture,485.93,289.01
358,Product_358,Clothing,194.39,115.62
359,Product_359,Sports,364.87,217.01
360,Product_360,Grocery,257.51,153.16
361,Product_361,Electronics,27.15,16.15
362,Product_362,Clothing,99.71,59.3
363,Product_363,Sports,198.41,118.01
364,Product_364,Electronics,477.66,284.1
365,Product_365,Clothing,311.91,185.51
366,Product_366,Electronics,155.94,92.75
367,Product_367,Electronics,467.87,278.27
368,Product_368,Furniture,349.58,207.92
369,Product_369,Electronics,477.71,284.13
370,Product_370,Grocery,394.7,234.75
371,Product_371,Furniture,178.58,106.21
372,Product_372,Electronics,70.06,41.67
373,Product_373,Furniture,86.24,51.29
374,Product_374,Sports,310.92,184.92
375,Product_375,Electronics,253.97,151.05
376,Product_376,Sports,145.4,86.48
377,Product_377,Sports,336.18,199.95
378,Product_378,Electronics,179.4,106.7
379,Product_379,Electronics,9.69,5.76
380,Product_380,Grocery,20.73,12.33
381,Product_381,Clothing,219.85,130.76
382,Product_382,Sports,156.78,93.25
383,Product_383,Furniture,224.66,133.62
384,Product_384,Grocery,137.97,82.06
385,Product_385,Furniture,419.51,249.51
386,Product_386,Clothing,31.91,18.98
387,Product_387,Clothing,66.83,39.75
388,Product_388,Grocery,71.32,42.42
389,Product_389,Clothing,170.82,101.6
390,Product_390,Electronics,487.61,290.01
391,Product_391,Furniture,104.59,62.21
392,Product_392,Sports,303.37,180.43
393,Product_393,Electronics,9.03,5.37
394,Product_394,Furniture,254.52,151.38
395,Product_395,Furniture,310,184.38
396,Product_396,Clothing,249.67,148.5
397,Product_397,Grocery,217.38,129.29
398,Product_398,Clothing,274.4,163.2
399,Product_399,Furniture,405.79,241.35
400,Product_400,Grocery,313.5,186.46
401,Product_401,Furniture,151.88,90.33
402,Product_402,Furniture,324.52,193.01
403,Product_403,Grocery,487.19,289.76
404,Product_404,Furniture,295.23,175.59
405,Product_405,Grocery,12.06,7.17
406,Product_406,Sports,419.09,249.26
407,Product_407,Electronics,208.04,123.74
408,Product_408,Sports,88.02,52.35
409,Product_409,Clothing,380.13,226.09
410,Product_410,Clothing,260.81,155.12
411,Product_411,Grocery,486.9,289.59
412,Product_412,Sports,170.15,101.2
413,Product_413,Clothing,499.06,296.82
414,Product_414,Grocery,417.37,248.24
415,Product_415,Grocery,30.45,18.11
416,Product_416,Electronics,252.45,150.15
417,Product_417,Clothing,34.78,20.69
418,Product_418,Electronics,109.88,65.35
419,Product_419,Electronics,262.5,156.13
420,Product_420,Clothing,370.77,220.52
421,Product_421,Grocery,375.37,223.26
422,Product_422,Electronics,34.21,20.35
423,Product_423,Electronics,321.09,190.97
424,Product_424,Electronics,312.31,185.75
425,Product_425,Electronics,297.36,176.86
426,Product_426,Sports,51.78,30.8
427,Product_427,Grocery,423.65,251.97
428,Product_428,Furniture,292.72,174.1
429,Product_429,Electronics,335.64,199.63
430,Product_430,Grocery,446.72,265.69
431,Product_431,Electronics,135.34,80.5
432,Product_432,Grocery,469.49,279.24
433,Product_433,Clothing,436.97,259.89
434,Product_434,Furniture,42.34,25.18
435,Product_435,Furniture,14.83,8.82
436,Product_436,Grocery,185.02,110.04
437,Product_437,Sports,85.12,50.63
438,Product_438,Electronics,183.7,109.26
439,Product_439,Furniture,239.17,142.25
440,Product_440,Furniture,136.66,81.28
441,Product_441,Sports,93.46,55.59
442,Product_442,Clothing,13.51,8.04
443,Product_443,Grocery,163.77,97.4
444,Product_444,Furniture,311.39,185.2
445,Product_445,Electronics,53.18,31.63
446,Product_446,Clothing,38.18,22.71
447,Product_447,Clothing,48.05,28.58
448,Product_448,Clothing,328.31,195.27
449,Product_449,Furniture,404.19,240.4
450,Product_450,Electronics,359.86,214.03
451,Product_451,Sports,126.47,75.22
452,Product_452,Clothing,64.46,38.34
453,Product_453,Electronics,203.31,120.92
454,Product_454,Sports,410.56,244.19
455,Product_455,Sports,116.49,69.28
456,Product_456,Grocery,301.55,179.35
457,Product_457,Clothing,357.06,212.37
458,Product_458,Electronics,63.98,38.05
459,Product_459,Electronics,20.47,12.17
460,Product_460,Furniture,10.46,6.22
461,Product_461,Sports,243.29,144.7
462,Product_462,Clothing,29.89,17.78
463,Product_463,Furniture,483.66,287.66
464,Product_464,Electronics,207.86,123.63
465,Product_465,Sports,154.44,91.86
466,Product_466,Furniture,391.33,232.75
467,Product_467,Clothing,226.02,134.43
468,Product_468,Electronics,285.2,169.63
469,Product_469,Sports,104.85,62.36
470,Product_470,Furniture,326.63,194.27
471,Product_471,Electronics,159.09,94.62
472,Product_472,Grocery,233.06,138.62
473,Product_473,Sports,10.75,6.39
474,Product_474,Sports,414.97,246.81
475,Product_475,Grocery,370.54,220.38
476,Product_476,Clothing,81.73,48.61
477,Product_477,Electronics,369.1,219.53
478,Product_478,Sports,238.78,142.02
479,Product_479,Furniture,285.42,169.76
480,Product_480,Grocery,198.79,118.23
481,Product_481,Furniture,276.43,164.41
482,Product_482,Clothing,111.61,66.38
483,Product_483,Clothing,148.53,88.34
484,Product_484,Sports,98.25,58.44
485,Product_485,Furniture,381.5,226.9
486,Product_486,Furniture,381.88,227.13
487,Product_487,Electronics,123.84,73.66
488,Product_488,Clothing,115.18,68.51
489,Product_489,Grocery,378.91,225.36
490,Product_490,Electronics,41.15,24.47
491,Product_491,Furniture,54.75,32.56
492,Product_492,Clothing,363.53,216.22
493,Product_493,Electronics,341.57,203.15
494,Product_494,Electronics,149.25,88.77
495,Product_495,Clothing,286.32,170.29
496,Product_496,Furniture,144,85.65
497,Product_497,Sports,493.13,293.3
498,Product_498,Grocery,352.37,209.58
499,Product_499,Furniture,180.6,107.41
500,Product_500,Furniture,195.12,116.05
501,Product_501,Grocery,25.95,15.43
502,Product_502,Sports,239.54,142.47
503,Product_503,Grocery,68.17,40.55
504,Product_504,Sports,249.52,148.41
505,Product_505,Sports,380.45,226.28
506,Product_506,Sports,424.7,252.6
507,Product_507,Clothing,86.9,51.69
508,Product_508,Clothing,212.75,126.54
509,Product_509,Clothing,447.9,266.4
510,Product_510,Electronics,253.59,150.83
511,Product_511,Sports,489.88,291.36
512,Product_512,Furniture,390.09,232.01
513,Product_513,Sports,179.57,106.8
514,Product_514,Electronics,235.03,139.79
515,Product_515,Grocery,305.82,181.89
516,Product_516,Furniture,91.61,54.49
517,Product_517,Sports,271.17,161.28
518,Product_518,Electronics,445.34,264.87
519,Product_519,Sports,136.76,81.34
520,Product_520,Furniture,271.11,161.25
521,Product_521,Clothing,177.75,105.72
522,Product_522,Grocery,406.13,241.55
523,Product_523,Sports,211.44,125.76
524,Product_524,Grocery,170.59,101.46
525,Product_525,Sports,416.1,247.48
526,Product_526,Sports,11.73,6.98
527,Product_527,Grocery,30.44,18.1
528,Product_528,Sports,96.69,57.51
529,Product_529,Electronics,465.96,277.14
530,Product_530,Grocery,39.23,23.33
531,Product_531,Sports,150.12,89.29
532,Product_532,Clothing,178.16,105.96
533,Product_533,Furniture,279.33,166.14
534,Product_534,Clothing,22.95,13.65
535,Product_535,Furniture,135.37,80.51
536,Product_536,Furniture,388.15,230.86
537,Product_537,Furniture,70.43,41.89
538,Product_538,Grocery,334.9,199.19
539,Product_539,Furniture,243.47,144.81
540,Product_540,Electronics,11.87,7.06
541,Product_541,Electronics,462.95,275.35
542,Product_542,Grocery,62.97,37.45
543,Product_543,Electronics,171.02,101.72
544,Product_544,Sports,458.45,272.67
545,Product_545,Electronics,112.84,67.11
546,Product_546,Clothing,303.65,180.6
547,Product_547,Electronics,52.57,31.27
548,Product_548,Furniture,247.7,147.32
549,Product_549,Grocery,6.71,3.99
550,Product_550,Clothing,59.65,35.48
551,Product_551,Clothing,373.74,222.29
552,Product_552,Clothing,102.24,60.81
553,Product_553,Grocery,261.94,155.79
554,Product_554,Clothing,148.53,88.34
555,Product_555,Grocery,256.49,152.55
556,Product_556,Grocery,233.71,139
557,Product_557,Furniture,471.79,280.6
558,Product_558,Sports,207.03,123.13
559,Product_559,Grocery,29.51,17.55
560,Product_560,Clothing,472.83,281.22
561,Product_561,Sports,5.21,3.1
562,Product_562,Grocery,292.54,173.99
563,Product_563,Electronics,284.03,168.93
564,Product_564,Sports,66.4,39.49
565,Product_565,Clothing,190.75,113.45
566,Product_566,Electronics,381.58,226.95
567,Product_567,Electronics,405.38,241.11
568,Product_568,Clothing,300.22,178.56
569,Product_569,Grocery,225.24,133.97
570,Product_570,Electronics,243.15,144.62
571,Product_571,Sports,211.87,126.01
572,Product_572,Sports,161.56,96.09
573,Product_573,Grocery,59.97,35.67
574,Product_574,Electronics,226.01,134.42
575,Product_575,Clothing,236.03,140.38
576,Product_576,Clothing,28.85,17.16
577,Product_577,Electronics,235.58,140.11
578,Product_578,Sports,50.92,30.29
579,Product_579,Clothing,64.68,38.47
580,Product_580,Clothing,25.65,15.26
581,Product_581,Electronics,75.84,45.11
582,Product_582,Grocery,188.11,111.88
583,Product_583,Grocery,167.15,99.42
584,Product_584,Sports,487.35,289.86
585,Product_585,Sports,490.47,291.71
586,Product_586,Electronics,374.25,222.59
587,Product_587,Electronics,169.58,100.86
588,Product_588,Grocery,354.75,210.99
589,Product_589,Sports,6.89,4.1
590,Product_590,Clothing,372.22,221.38
591,Product_591,Electronics,386.1,229.64
592,Product_592,Electronics,476.31,283.29
593,Product_593,Sports,42.68,25.38
594,Product_594,Sports,481.84,286.58
595,Product_595,Electronics,224.56,133.56
596,Product_596,Clothing,440.98,262.28
597,Product_597,Clothing,103.32,61.45
598,Product_598,Clothing,242.92,144.48
599,Product_599,Electronics,272.09,161.83
600,Product_600,Electronics,160.16,95.26
601,Product_601,Grocery,38.86,23.11
602,Product_602,Electronics,49.53,29.46
603,Product_603,Electronics,128.28,76.3
604,Product_604,Clothing,342.93,203.96
605,Product_605,Furniture,276.42,164.41
606,Product_606,Electronics,284.54,169.23
607,Product_607,Furniture,63.53,37.79
608,Product_608,Clothing,63.17,37.57
609,Product_609,Sports,108.61,64.6
610,Product_610,Sports,120.73,71.81
611,Product_611,Grocery,313.82,186.65
612,Product_612,Furniture,407.36,242.28
613,Product_613,Furniture,210.15,124.99
614,Product_614,Clothing,17.66,10.5
615,Product_615,Sports,26.37,15.68
616,Product_616,Grocery,123.41,73.4
617,Product_617,Sports,475.42,282.76
618,Product_618,Clothing,498.89,296.72
619,Product_619,Grocery,392.92,233.7
620,Product_620,Grocery,91.64,54.5
621,Product_621,Sports,15.39,9.15
622,Product_622,Furniture,404.24,240.43
623,Product_623,Sports,43.52,25.88
624,Product_624,Electronics,162.39,96.58
625,Product_625,Sports,304.82,181.3
626,Product_626,Furniture,481.42,286.33
627,Product_627,Furniture,152.16,90.5
628,Product_628,Electronics,128.26,76.28
629,Product_629,Furniture,118.46,70.46
630,Product_630,Furniture,397.81,236.6
631,Product_631,Sports,63.62,37.84
632,Product_632,Sports,21.11,12.56
633,Product_633,Clothing,464.8,276.45
634,Product_634,Sports,13.39,7.96
635,Product_635,Sports,417.55,248.34
636,Product_636,Electronics,451.35,268.45
637,Product_637,Sports,250.09,148.74
638,Product_638,Grocery,483.86,287.78
639,Product_639,Furniture,405.02,240.89
640,Product_640,Grocery,397.06,236.16
641,Product_641,Electronics,440.63,262.07
642,Product_642,Electronics,311.08,185.02
643,Product_643,Furniture,63.91,38.01
644,Product_644,Clothing,403.57,240.03
645,Product_645,Electronics,307.42,182.84
646,Product_646,Furniture,87.33,51.94
647,Product_647,Clothing,115.03,68.42
648,Product_648,Electronics,351.87,209.28
649,Product_649,Electronics,110.01,65.43
650,Product_650,Grocery,29.84,17.75
651,Product_651,Sports,429.65,255.54
652,Product_652,Sports,158.65,94.36
653,Product_653,Sports,37.73,22.44
654,Product_654,Furniture,345.86,205.71
655,Product_655,Furniture,213.91,127.23
656,Product_656,Sports,317.99,189.13
657,Product_657,Electronics,139.75,83.12
658,Product_658,Clothing,346.22,205.92
659,Product_659,Electronics,468.65,278.74
660,Product_660,Electronics,106.55,63.37
661,Product_661,Grocery,494.95,294.38
662,Product_662,Grocery,340.08,202.27
663,Product_663,Furniture,407.62,242.44
664,Product_664,Electronics,200.11,119.02
665,Product_665,Furniture,368.74,219.31
666,Product_666,Grocery,466.45,277.43
667,Product_667,Clothing,421.67,250.79
668,Product_668,Grocery,229.89,136.73
669,Product_669,Sports,445.8,265.15
670,Product_670,Furniture,166.35,98.94
671,Product_671,Grocery,265.15,157.7
672,Product_672,Sports,57.81,34.38
673,Product_673,Clothing,30,17.84
674,Product_674,Sports,364.57,216.83
675,Product_675,Sports,498.57,296.53
676,Product_676,Electronics,89.76,53.39
677,Product_677,Electronics,407.3,242.25
678,Product_678,Furniture,322.62,191.88
679,Product_679,Grocery,362.61,215.67
680,Product_680,Furniture,321.85,191.43
681,Product_681,Grocery,487.79,290.12
682,Product_682,Furniture,202.46,120.42
683,Product_683,Grocery,332.7,197.88
684,Product_684,Grocery,204.94,121.89
685,Product_685,Electronics,41.49,24.68
686,Product_686,Clothing,414.94,246.79
687,Product_687,Electronics,79.24,47.13
688,Product_688,Grocery,71.75,42.67
689,Product_689,Furniture,237.25,141.11
690,Product_690,Furniture,249.54,148.42
691,Product_691,Sports,279.97,166.52
692,Product_692,Clothing,481.58,286.43
693,Product_693,Electronics,354.06,210.58
694,Product_694,Sports,472.17,280.83
695,Product_695,Electronics,255.09,151.72
696,Product_696,Clothing,58.62,34.87
697,Product_697,Sports,25.46,15.14
698,Product_698,Sports,325.27,193.46
699,Product_699,Clothing,430.11,255.81
700,Product_700,Clothing,74.91,44.55
701,Product_701,Grocery,201.71,119.97
702,Product_702,Clothing,497.11,295.66
703,Product_703,Clothing,439.88,261.63
704,Product_704,Electronics,113.12,67.28
705,Product_705,Grocery,404.37,240.51
706,Product_706,Grocery,190.34,113.21
